x,y,heading,curvature,speed
53.6875,53.3655,0.871,1.223861,2.305
53.846,53.5107,0.6241,0.921568,2.656
54.0662,53.6382,0.455,0.459454,3.098
54.3469,53.7557,0.3607,0.206817,3.555
54.6743,53.8676,0.2818,0.256813,4.013
55.0335,53.9545,0.2161,0.111864,4.449
55.4054,54.0281,0.1912,0.022517,4.857
55.7734,54.0977,0.1962,0.052207,4.573
56.1218,54.1705,0.2308,0.15235,4.046
56.4359,54.2534,0.2942,0.254991,3.519
56.7048,54.3472,0.4062,0.575999,2.992
56.9211,54.4621,0.6138,1.117519,2.412
57.0849,54.615,0.9049,1.208924,2.319
57.213,54.8336,1.143,0.638991,2.813
57.3215,55.134,1.2712,0.24959,3.332
57.4186,55.4993,1.3301,0.091822,3.858
57.5101,55.9022,1.351,0.017136,4.361
57.6006,56.3141,1.3434,0.055085,4.82
57.6964,56.7076,1.3034,0.154368,4.325
57.8046,57.0591,1.2172,0.341727,3.768
57.9348,57.3532,1.0599,0.643634,3.178
58.1037,57.5926,0.8422,0.706248,3.034
58.3418,57.8094,0.6578,0.415078,3.525
58.6646,58.0259,0.5495,0.184852,4.039
59.0553,58.2463,0.4947,0.077231,4.56
59.4878,58.4701,0.4722,0.020836,5.066
59.9334,58.6948,0.4724,0.02195,5.383
60.3621,58.9168,0.4945,0.075495,4.779
60.7444,59.132,0.5455,0.176288,4.199
61.0548,59.3373,0.6423,0.378747,3.652
61.2867,59.5377,0.8049,0.680494,3.091
61.4528,59.7511,1.0262,0.895769,2.694
61.5596,59.9884,1.2675,0.900725,2.686
61.6087,60.2493,1.4936,0.777746,2.891
61.6014,60.528,1.6906,0.635452,3.198
61.5405,60.8158,1.8598,0.522183,3.528
61.4303,61.1034,2.0076,0.445152,3.821
61.2761,61.3821,2.1419,0.403786,4.012
61.0831,61.6437,2.2703,0.390381,4.08
60.8565,61.8807,2.3991,0.397325,4.045
60.6006,62.0866,2.5317,0.409425,3.984
60.3186,62.2566,2.6672,0.405935,4.002
60.0106,62.3895,2.7977,0.356357,4.271
59.6682,62.4895,2.9081,0.259827,4.67
59.2858,62.5619,2.9877,0.160718,5.069
58.8753,62.6125,3.0387,0.093835,5.462
58.4554,62.6477,3.0688,0.051736,5.835
58.0411,62.6733,3.0852,0.026499,6.181
57.6334,62.6941,3.0919,0.005942,6.502
57.2253,62.7139,3.0903,0.013316,6.809
56.8139,62.7362,3.0819,0.027665,7.0
56.3983,62.7634,3.0685,0.036185,7.0
55.979,62.7972,3.0527,0.039084,7.0
55.5572,62.8383,3.0367,0.036947,7.0
55.1344,62.8862,3.0224,0.030398,7.0
54.712,62.9396,3.0116,0.020087,7.0
54.2914,62.9964,3.006,0.006469,7.0
53.8736,63.054,3.0067,0.010153,7.0
53.4596,63.1093,3.015,0.029508,7.0
53.0502,63.1588,3.0315,0.051332,7.0
52.6459,63.1992,3.0572,0.075393,7.0
52.2474,63.2267,3.0924,0.101576,7.0
51.8552,63.2381,3.1377,0.129462,6.749
51.4698,63.2298,-3.0901,0.158086,6.344
51.0919,63.1987,-3.0249,0.185698,5.916
50.7218,63.1421,-2.9507,0.209316,5.573
50.3596,63.0573,-2.8694,0.226305,5.359
